vehicle_id,vehicle_model,vehicle_variant,station_id,station_name,timestamp,cycle_time_sec,torque_nm,temperature_c,vibration_rms,pressure_bar,force_n,position_error_mm,voltage_v,current_a,flow_rate_lpm,queue_time_sec,ambient_temperature_c,humidity_pct,shift,production_batch,rework_flag,anomaly_flag,root_cause_station
VEH-00006,Hyundai i20,Asta,S1,Body Preparation,2026-08-01T06:05:53,55.49,,24.46,0.8524,,472.1,0.2206,,,,11.17,19.07,69.96,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S2,Underbody Assembly,2026-08-01T06:07:20,60.32,129.42,,1.0033,,428.55,0.1459,,,,10.6,17.82,66.55,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S3,Suspension and Brake Assembly,2026-08-01T06:08:47,54.94,135.8,,0.7339,6.63,446.08,0.1958,,,,18.09,18.34,67.33,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S4,Powertrain Installation,2026-08-01T06:10:21,61.72,128.07,26.51,0.7388,,409.52,0.2504,,12.24,,17.47,18.86,70.27,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S5,Electrical Installation,2026-08-01T06:11:44,58.38,,25.76,,,,0.1764,12.72,14.48,,12.53,18.13,70.02,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S6,Interior Assembly,2026-08-01T06:13:14,60.05,134.4,,,,440.82,0.3629,,,,13.39,19.2,67.67,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S7,Door and Glass Assembly,2026-08-01T06:14:44,59.44,,,,6.13,504.91,0.2514,,,,13.88,18.25,68.62,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S8,Wheel and Tyre Assembly,2026-08-01T06:16:26,64.1,141.28,,0.9231,6.59,,0.225,,,,18.81,17.79,68.14,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S9,Fluid Filling,2026-08-01T06:17:47,59.25,,24.75,,6.78,453.52,,,,9.18,6.06,19.34,67.3,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S10,Final Inspection,2026-08-01T06:19:21,65.6,133.51,24.7,0.8009,,,0.2054,12.61,15.15,,11.73,18.19,70.82,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S1,Body Preparation,2026-08-01T06:06:59,62.22,,25.34,0.8025,,481.22,0.1261,,,,11.54,17.66,66.82,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S2,Underbody Assembly,2026-08-01T06:08:27,55.73,128.91,,0.7642,,451.37,0.2412,,,,8.77,17.65,65.68,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S3,Suspension and Brake Assembly,2026-08-01T06:09:58,54.3,128.04,,0.7435,6.66,418.69,0.2014,,,,15.68,19.06,65.79,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S4,Powertrain Installation,2026-08-01T06:11:35,61.2,132.63,25.95,0.7448,,426.86,0.2729,,13.77,,11.8,17.94,67.18,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S5,Electrical Installation,2026-08-01T06:13:09,61.12,,24.03,,,,0.3049,12.45,14.97,,11.09,18.08,66.05,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S6,Interior Assembly,2026-08-01T06:14:47,65.57,126.29,,,,397.67,0.1877,,,,10.43,18.59,69.69,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S7,Door and Glass Assembly,2026-08-01T06:16:28,60.79,,,,6.76,459.31,0.2792,,,,16.81,18.61,68.19,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S8,Wheel and Tyre Assembly,2026-08-01T06:17:55,59.62,131.03,,0.8242,6.23,,0.2492,,,,9.99,18.49,66.35,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S9,Fluid Filling,2026-08-01T06:19:29,62.88,,25.18,,6.76,417.35,,,,8.48,12.46,18.08,68.11,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S10,Final Inspection,2026-08-01T06:20:59,65.44,143.9,24.75,0.9568,,,0.2462,12.55,15.04,,11.93,18.15,66.79,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00008,Hyundai Verna,SX,S1,Body Preparation,2026-08-01T06:08:01,62.92,,24.24,0.8835,,476.45,0.2668,,,,10.22,18.15,66.79,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S2,Underbody Assembly,2026-08-01T06:09:33,60.65,142.77,,0.9546,,442.85,0.1991,,,,12.85,18.14,68.25,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S3,Suspension and Brake Assembly,2026-08-01T06:10:59,58.96,132.09,,0.864,6.44,478.93,0.2822,,,,10.38,18.36,65.78,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S4,Powertrain Installation,2026-08-01T06:12:25,56.98,131.8,79.69,2.5492,,446.24,0.2775,,31.58,,10.95,18.26,69.29,Shift_1,BATCH-2026-W31-A,1,1,S4
VEH-00008,Hyundai Verna,SX,S5,Electrical Installation,2026-08-01T06:13:57,57.68,,21.42,,,,0.2757,12.44,13.72,,16.58,18.57,67.96,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S6,Interior Assembly,2026-08-01T06:15:40,66.13,137.08,,,,507.53,0.3178,,,,11.47,19.15,66.58,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S7,Door and Glass Assembly,2026-08-01T06:17:17,68.37,,,,7.954131062089845,472.47340985930936,1.5650943668720554,,,,15.94,17.68,67.81,Shift_1,BATCH-2026-W31-A,0,1,S4
VEH-00008,Hyundai Verna,SX,S8,Wheel and Tyre Assembly,2026-08-01T06:18:43,51.71,134.32,,0.8725,5.82,,0.2525,,,,14.35,18.37,67.68,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S9,Fluid Filling,2026-08-01T06:20:20,57.55,,22.94,,6.45,487.3,,,,8.99,20.97,18.64,69.49,Shift_1,BATCH-2026-W31-A,0,1,S4
VEH-00008,Hyundai Verna,SX,S10,Final Inspection,2026-08-01T06:21:44,55.81,138.28409629956968,22.888554090948972,2.6524778928158286,,,2.502777006618956,12.7,15.38,,7.05,18.83,66.25,Shift_1,BATCH-2026-W31-A,0,1,S4
VEH-00009,Hyundai Creta,S_Plus,S1,Body Preparation,2026-08-01T06:08:57,58.53,,18.57,0.8329,,467.67,0.2091,,,,11.02,18.01,66.74,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S2,Underbody Assembly,2026-08-01T06:10:37,64.83,135.42,,0.9167,,447.91,0.2916,,,,11.89,18.35,67.88,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S3,Suspension and Brake Assembly,2026-08-01T06:12:05,60.05,142.42,,0.8886,6.12,482.93,0.2382,,,,12.61,17.94,66.79,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S4,Powertrain Installation,2026-08-01T06:13:38,60.11,126.51,23.9,0.8237,,500.43,0.1665,,14.89,,11.75,18.2,65.65,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S5,Electrical Installation,2026-08-01T06:15:17,60.12,,24.86,,,,0.3443,12.98,15.64,,15.15,17.53,67.66,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S6,Interior Assembly,2026-08-01T06:16:50,59.52,139.48,,,,451.3,0.2498,,,,8.88,18.02,67.13,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S7,Door and Glass Assembly,2026-08-01T06:18:13,56.24,,,,6.41,470.82,0.2747,,,,15.15,19.48,69.06,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S8,Wheel and Tyre Assembly,2026-08-01T06:19:36,55.61,132.63,,0.8775,5.66,,0.1984,,,,12.46,17.42,66.94,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S9,Fluid Filling,2026-08-01T06:21:08,61.35,,25.43,,6.4,451.0,,,,8.44,10.31,18.07,68.79,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S10,Final Inspection,2026-08-01T06:22:25,55.67,131.09,22.99,0.8338,,,0.3175,12.77,14.72,,9.69,18.59,66.0,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00010,Hyundai Creta,S_Plus,S1,Body Preparation,2026-08-01T06:10:51,117.23,,23.69,2.5664,,424.8,6.1872,,,,8.82,18.72,67.92,Shift_1,BATCH-2026-W31-A,1,1,S1
VEH-00010,Hyundai Creta,S_Plus,S2,Underbody Assembly,2026-08-01T06:12:33,71.84,139.08,,1.4546,,470.82,1.4915,,,,8.08,19.0,70.2,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S3,Suspension and Brake Assembly,2026-08-01T06:14:01,58.16,135.11209814057756,,2.994560693509089,7.1585555810808525,439.7492932666006,0.6852309618631776,,,,11.61,17.66,69.03,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S4,Powertrain Installation,2026-08-01T06:15:31,59.6,131.77853929271507,20.43397396280735,1.4390402857173559,,451.3359395640514,0.7812290705706377,,14.64,,7.07,17.97,68.36,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S5,Electrical Installation,2026-08-01T06:17:05,64.03,,28.665381036901056,,,,1.5210505555461251,12.46,14.23,,7.52,18.29,65.58,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S6,Interior Assembly,2026-08-01T06:18:50,65.1,135.73,,,,472.28,0.5493,,,,14.98,18.36,67.61,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S7,Door and Glass Assembly,2026-08-01T06:20:20,60.36,,,,6.999985044111875,474.612892894366,2.5583909578837085,,,,15.84,18.31,68.51,Shift_1,BATCH-2026-W31-A,1,1,S1
VEH-00010,Hyundai Creta,S_Plus,S8,Wheel and Tyre Assembly,2026-08-01T06:21:59,64.28,145.19015309014796,,2.874999575037147,7.537975302305106,,2.434316713165712,,,,14.85,18.22,67.2,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S9,Fluid Filling,2026-08-01T06:23:32,63.28,,22.502168245566043,,7.545445795834814,409.08990569000923,,,,8.5,14.36,18.46,66.54,Shift_1,BATCH-2026-W31-A,1,1,S1
VEH-00010,Hyundai Creta,S_Plus,S10,Final Inspection,2026-08-01T06:24:58,60.32,134.5020408797691,23.394472779859463,1.9915379662505484,,,1.0862585725303449,12.3,14.33,,14.16,18.75,69.05,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00011,Hyundai i20,Sportz,S1,Body Preparation,2026-08-01T06:10:40,53.14,,24.79,0.9463,,436.01,0.2392,,,,10.98,18.27,68.02,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S2,Underbody Assembly,2026-08-01T06:12:17,60.86,137.73,,0.9919,,446.27,0.2978,,,,11.48,18.47,66.57,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S3,Suspension and Brake Assembly,2026-08-01T06:13:42,49.8,138.33,,0.8481,6.58,477.29,0.221,,,,14.37,18.13,67.9,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S4,Powertrain Installation,2026-08-01T06:15:08,55.93,139.67,21.55,0.8505,,424.78,0.1968,,15.78,,10.78,19.16,68.95,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S5,Electrical Installation,2026-08-01T06:16:40,54.41,,25.63,,,,0.2578,12.22,13.54,,17.97,17.61,68.54,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S6,Interior Assembly,2026-08-01T06:18:07,61.6,133.28,,,,461.34,0.1958,,,,8.5,17.44,66.58,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S7,Door and Glass Assembly,2026-08-01T06:19:27,56.71,,,,5.81,479.28,0.1412,,,,10.87,18.75,67.08,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S8,Wheel and Tyre Assembly,2026-08-01T06:21:13,64.39,138.5,,0.8439,5.88,,0.2534,,,,16.34,18.91,67.13,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S9,Fluid Filling,2026-08-01T06:22:47,60.71,,25.06,,5.81,436.52,,,,9.01,16.5,18.74,65.08,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S10,Final Inspection,2026-08-01T06:24:16,59.49,132.16,24.14,0.65,,,0.208,12.57,13.39,,11.15,18.32,66.26,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S1,Body Preparation,2026-08-01T06:11:54,57.73,,24.3,0.9859,,471.88,0.2347,,,,13.89,18.09,71.45,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S2,Underbody Assembly,2026-08-01T06:13:14,58.83,126.35,,0.9448,,466.2,0.3357,,,,6.5,18.43,66.61,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S3,Suspension and Brake Assembly,2026-08-01T06:14:48,63.08,131.55,,0.8932,5.85,431.34,0.2833,,,,8.33,18.54,69.39,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S4,Powertrain Installation,2026-08-01T06:16:06,54.26,141.81,22.43,0.9608,,441.98,0.2972,,14.46,,6.17,17.96,70.82,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S5,Electrical Installation,2026-08-01T06:17:42,60.55,,25.16,,,,0.3044,12.67,15.32,,13.55,18.58,70.31,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S6,Interior Assembly,2026-08-01T06:19:07,57.79,135.82,,,,446.19,0.2203,,,,13.94,18.2,65.06,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S7,Door and Glass Assembly,2026-08-01T06:20:33,52.39,,,,6.06,464.46,0.21,,,,8.8,19.45,71.23,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S8,Wheel and Tyre Assembly,2026-08-01T06:22:06,64.23,137.86,,0.7791,6.56,,0.2489,,,,8.33,18.48,69.31,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S9,Fluid Filling,2026-08-01T06:23:47,62.63,,22.62,,6.14,457.56,,,,8.07,17.42,18.34,64.1,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S10,Final Inspection,2026-08-01T06:25:13,57.88,136.15,21.39,0.8691,,,0.287,12.76,13.99,,10.24,18.62,69.34,Shift_1,BATCH-2026-W31-A,0,0,NONE
