vehicle_id,vehicle_model,vehicle_variant,station_id,station_name,timestamp,cycle_time_sec,torque_nm,temperature_c,vibration_rms,pressure_bar,force_n,position_error_mm,voltage_v,current_a,flow_rate_lpm,queue_time_sec,ambient_temperature_c,humidity_pct,shift,production_batch,rework_flag,anomaly_flag,root_cause_station
VEH-00003,Hyundai Creta,SX_Tech,S3,Suspension and Brake Assembly,2026-08-01T06:06:06,62.84,,,0.7203,,,0.2856,,,,9.47,18.96,67.82,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S4,Powertrain Installation,2026-08-01T06:07:34,54.36,,26.06,0.7297,,452.77,0.1418,,,,,18.9,68.73,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S5,Electrical Installation,2026-08-01T06:09:01,,,,,,,0.1702,12.71,,,9.81,17.91,65.6,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S6,Interior Assembly,2026-08-01T06:10:44,,134.85,,,,,0.1963,,,,15.97,18.64,66.88,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S7,Door and Glass Assembly,2026-08-01T06:12:08,57.89,,,,5.8,438.5,,,,,6.12,18.81,69.08,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S8,Wheel and Tyre Assembly,2026-08-01T06:13:29,55.62,134.07,,,6.48,,0.2903,,,,9.67,17.98,67.51,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S9,Fluid Filling,2026-08-01T06:14:57,59.08,,24.38,,6.3,474.28,,,,,10.39,18.01,67.96,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S10,Final Inspection,2026-08-01T06:16:35,60.18,136.65,,0.8816,,,0.2768,12.76,14.83,,13.5,18.87,,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S1,Body Preparation,2026-08-01T06:04:08,60.54,,25.19,,,453.28,0.2454,,,,11.92,,68.84,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S2,Underbody Assembly,2026-08-01T06:05:43,,132.89,,,,430.86,,,,,15.92,18.14,67.52,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S3,Suspension and Brake Assembly,2026-08-01T06:07:14,57.27,,,0.8621,6.14,434.5,0.2387,,,,12.05,18.04,,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S4,Powertrain Installation,2026-08-01T06:08:49,64.29,,21.47,,,441.3,0.264,,,,8.83,18.67,69.7,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S5,Electrical Installation,2026-08-01T06:10:10,59.24,,,,,,0.2597,12.39,,,8.91,19.58,66.47,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S6,Interior Assembly,2026-08-01T06:11:35,57.55,,,,,430.71,0.2863,,,,10.29,,68.26,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S7,Door and Glass Assembly,2026-08-01T06:13:21,,,,,,472.28,,,,,17.77,18.3,65.48,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S8,Wheel and Tyre Assembly,2026-08-01T06:14:57,59.62,,,0.8776,6.43,,,,,,,18.52,66.36,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S9,Fluid Filling,2026-08-01T06:16:33,63.55,,26.23,,6.27,440.72,,,,,15.73,18.32,63.15,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S10,Final Inspection,2026-08-01T06:17:55,58.59,132.41,,,,,,12.78,15.99,,9.16,18.4,,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S1,Body Preparation,2026-08-01T06:05:07,,,24.69,,,449.96,,,,,13.83,18.59,67.89,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S2,Underbody Assembly,2026-08-01T06:06:38,54.68,133.07,,0.9476,,442.56,0.2236,,,,,18.3,70.14,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S3,Suspension and Brake Assembly,2026-08-01T06:08:01,53.81,136.0,,0.7321,6.06,453.33,,,,,,18.8,65.75,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S4,Powertrain Installation,2026-08-01T06:09:32,65.0,137.15,,,,,0.276,,15.87,,8.73,18.15,65.82,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S5,Electrical Installation,2026-08-01T06:11:10,,,25.44,,,,0.1898,,,,,18.8,69.91,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S6,Interior Assembly,2026-08-01T06:12:49,61.14,137.4,,,,,,,,,14.34,18.51,68.74,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S7,Door and Glass Assembly,2026-08-01T06:14:09,,,,,6.55,,,,,,,,67.85,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S8,Wheel and Tyre Assembly,2026-08-01T06:15:40,66.39,136.91,,0.7571,6.44,,0.3556,,,,,18.95,69.13,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S9,Fluid Filling,2026-08-01T06:17:06,,,,,,478.59,,,,,11.23,18.03,67.84,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S10,Final Inspection,2026-08-01T06:18:32,60.58,,,0.8725,,,0.3232,,,,9.82,18.52,,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S1,Body Preparation,2026-08-01T06:05:53,,,,,,472.1,0.2206,,,,11.17,19.07,69.96,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S2,Underbody Assembly,2026-08-01T06:07:20,60.32,129.42,,,,428.55,,,,,10.6,17.82,66.55,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S3,Suspension and Brake Assembly,2026-08-01T06:08:47,54.94,135.8,,,,,,,,,18.09,18.34,67.33,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S4,Powertrain Installation,2026-08-01T06:10:21,61.72,128.07,,,,,0.2504,,12.24,,17.47,18.86,70.27,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S5,Electrical Installation,2026-08-01T06:11:44,,,,,,,0.1764,12.72,,,12.53,18.13,,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S6,Interior Assembly,2026-08-01T06:13:14,60.05,134.4,,,,440.82,,,,,13.39,,67.67,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S7,Door and Glass Assembly,2026-08-01T06:14:44,59.44,,,,6.13,504.91,0.2514,,,,13.88,18.25,,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S8,Wheel and Tyre Assembly,2026-08-01T06:16:26,64.1,141.28,,0.9231,6.59,,0.225,,,,18.81,17.79,68.14,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S9,Fluid Filling,2026-08-01T06:17:47,59.25,,24.75,,6.78,,,,,9.18,,19.34,67.3,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S10,Final Inspection,2026-08-01T06:19:21,65.6,133.51,,0.8009,,,,,,,11.73,18.19,70.82,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S1,Body Preparation,2026-08-01T06:06:59,,,25.34,0.8025,,481.22,,,,,11.54,17.66,66.82,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S2,Underbody Assembly,2026-08-01T06:08:27,55.73,,,0.7642,,451.37,,,,,8.77,,65.68,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S3,Suspension and Brake Assembly,2026-08-01T06:09:58,54.3,,,,6.66,,0.2014,,,,,19.06,65.79,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S4,Powertrain Installation,2026-08-01T06:11:35,,132.63,25.95,,,,,,13.77,,11.8,17.94,67.18,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S5,Electrical Installation,2026-08-01T06:13:09,61.12,,24.03,,,,0.3049,,,,,18.08,66.05,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S6,Interior Assembly,2026-08-01T06:14:47,65.57,126.29,,,,397.67,0.1877,,,,,18.59,69.69,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S7,Door and Glass Assembly,2026-08-01T06:16:28,,,,,,459.31,0.2792,,,,16.81,18.61,68.19,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S8,Wheel and Tyre Assembly,2026-08-01T06:17:55,59.62,,,,6.23,,0.2492,,,,9.99,18.49,66.35,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S9,Fluid Filling,2026-08-01T06:19:29,62.88,,25.18,,6.76,,,,,,12.46,18.08,68.11,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S10,Final Inspection,2026-08-01T06:20:59,65.44,,,0.9568,,,0.2462,,15.04,,11.93,18.15,66.79,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00008,Hyundai Verna,SX,S1,Body Preparation,2026-08-01T06:08:01,62.92,,24.24,,,,0.2668,,,,10.22,18.15,66.79,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S2,Underbody Assembly,2026-08-01T06:09:33,60.65,,,0.9546,,442.85,0.1991,,,,12.85,18.14,68.25,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S3,Suspension and Brake Assembly,2026-08-01T06:10:59,58.96,132.09,,0.864,6.44,478.93,,,,,10.38,18.36,65.78,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S4,Powertrain Installation,2026-08-01T06:12:25,56.98,131.8,79.69,,,446.24,,,31.58,,10.95,18.26,69.29,Shift_1,BATCH-2026-W31-A,1,1,S4
VEH-00008,Hyundai Verna,SX,S5,Electrical Installation,2026-08-01T06:13:57,57.68,,21.42,,,,0.2757,,,,16.58,18.57,,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S6,Interior Assembly,2026-08-01T06:15:40,66.13,137.08,,,,507.53,,,,,,19.15,66.58,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S7,Door and Glass Assembly,2026-08-01T06:17:17,68.37,,,,,471.73,0.2703,,,,,17.68,67.81,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S8,Wheel and Tyre Assembly,2026-08-01T06:18:43,51.71,134.32,,0.8725,5.82,,,,,,,,67.68,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S9,Fluid Filling,2026-08-01T06:20:20,57.55,,,,6.45,,,,,8.99,20.97,18.64,69.49,Shift_1,BATCH-2026-W31-A,0,1,S4
VEH-00008,Hyundai Verna,SX,S10,Final Inspection,2026-08-01T06:21:44,,,22.42,,,,,12.7,15.38,,7.05,18.83,66.25,Shift_1,BATCH-2026-W31-A,0,1,S4
VEH-00009,Hyundai Creta,S_Plus,S1,Body Preparation,2026-08-01T06:08:57,58.53,,18.57,,,467.67,,,,,,18.01,66.74,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S2,Underbody Assembly,2026-08-01T06:10:37,,135.42,,,,447.91,,,,,11.89,18.35,67.88,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S3,Suspension and Brake Assembly,2026-08-01T06:12:05,,142.42,,0.8886,6.12,482.93,0.2382,,,,12.61,17.94,66.79,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S4,Powertrain Installation,2026-08-01T06:13:38,60.11,126.51,,,,500.43,,,14.89,,11.75,18.2,65.65,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S5,Electrical Installation,2026-08-01T06:15:17,60.12,,,,,,,12.98,15.64,,15.15,17.53,,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S6,Interior Assembly,2026-08-01T06:16:50,59.52,139.48,,,,,,,,,8.88,18.02,67.13,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S7,Door and Glass Assembly,2026-08-01T06:18:13,56.24,,,,6.41,470.82,0.2747,,,,15.15,19.48,69.06,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S8,Wheel and Tyre Assembly,2026-08-01T06:19:36,55.61,132.63,,0.8775,5.66,,0.1984,,,,12.46,,66.94,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S9,Fluid Filling,2026-08-01T06:21:08,,,25.43,,6.4,451.0,,,,8.44,,18.07,68.79,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S10,Final Inspection,2026-08-01T06:22:25,55.67,131.09,22.99,,,,,12.77,,,9.69,18.59,66.0,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00010,Hyundai Creta,S_Plus,S1,Body Preparation,2026-08-01T06:10:51,117.23,,23.69,2.5664,,424.8,,,,,8.82,18.72,67.92,Shift_1,BATCH-2026-W31-A,1,1,S1
VEH-00010,Hyundai Creta,S_Plus,S2,Underbody Assembly,2026-08-01T06:12:33,71.84,139.08,,1.4546,,470.82,,,,,8.08,19.0,70.2,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S3,Suspension and Brake Assembly,2026-08-01T06:14:01,58.16,133.49,,,,437.71,0.2845,,,,11.61,17.66,69.03,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00010,Hyundai Creta,S_Plus,S4,Powertrain Installation,2026-08-01T06:15:31,59.6,129.95,20.05,0.8697,,,0.3142,,14.64,,,17.97,68.36,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00010,Hyundai Creta,S_Plus,S5,Electrical Installation,2026-08-01T06:17:05,64.03,,27.05,,,,0.2265,,14.23,,7.52,18.29,65.58,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00010,Hyundai Creta,S_Plus,S6,Interior Assembly,2026-08-01T06:18:50,65.1,135.73,,,,472.28,0.5493,,,,14.98,,,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S7,Door and Glass Assembly,2026-08-01T06:20:20,60.36,,,,6.67,472.35,0.445,,,,,,68.51,Shift_1,BATCH-2026-W31-A,1,1,S1
VEH-00010,Hyundai Creta,S_Plus,S8,Wheel and Tyre Assembly,2026-08-01T06:21:59,64.28,142.79,,0.6902,6.27,,0.2817,,,,14.85,18.22,67.2,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00010,Hyundai Creta,S_Plus,S9,Fluid Filling,2026-08-01T06:23:32,63.28,,20.92,,6.4,408.44,,,,8.5,14.36,18.46,66.54,Shift_1,BATCH-2026-W31-A,1,1,S1
VEH-00010,Hyundai Creta,S_Plus,S10,Final Inspection,2026-08-01T06:24:58,60.32,132.79,22.88,0.9521,,,0.2452,,14.33,,14.16,18.75,69.05,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00011,Hyundai i20,Sportz,S1,Body Preparation,2026-08-01T06:10:40,53.14,,,,,,,,,,10.98,18.27,68.02,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S2,Underbody Assembly,2026-08-01T06:12:17,60.86,137.73,,0.9919,,,,,,,11.48,18.47,66.57,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S3,Suspension and Brake Assembly,2026-08-01T06:13:42,,,,0.8481,,,,,,,14.37,18.13,67.9,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S4,Powertrain Installation,2026-08-01T06:15:08,55.93,139.67,21.55,,,,,,,,,19.16,68.95,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S5,Electrical Installation,2026-08-01T06:16:40,54.41,,25.63,,,,0.2578,12.22,,,17.97,17.61,68.54,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S6,Interior Assembly,2026-08-01T06:18:07,,133.28,,,,,,,,,8.5,17.44,66.58,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S7,Door and Glass Assembly,2026-08-01T06:19:27,56.71,,,,5.81,,,,,,,18.75,67.08,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S8,Wheel and Tyre Assembly,2026-08-01T06:21:13,64.39,,,0.8439,5.88,,,,,,,18.91,67.13,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S9,Fluid Filling,2026-08-01T06:22:47,60.71,,25.06,,5.81,436.52,,,,9.01,16.5,18.74,65.08,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S10,Final Inspection,2026-08-01T06:24:16,59.49,132.16,24.14,,,,,,13.39,,11.15,18.32,66.26,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S1,Body Preparation,2026-08-01T06:11:54,57.73,,24.3,0.9859,,471.88,0.2347,,,,13.89,18.09,71.45,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S2,Underbody Assembly,2026-08-01T06:13:14,58.83,126.35,,,,466.2,0.3357,,,,,,66.61,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S3,Suspension and Brake Assembly,2026-08-01T06:14:48,63.08,,,,,431.34,,,,,8.33,18.54,,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S4,Powertrain Installation,2026-08-01T06:16:06,54.26,,22.43,0.9608,,441.98,,,14.46,,6.17,17.96,70.82,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S5,Electrical Installation,2026-08-01T06:17:42,60.55,,25.16,,,,0.3044,12.67,15.32,,13.55,18.58,70.31,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S6,Interior Assembly,2026-08-01T06:19:07,57.79,135.82,,,,,,,,,,18.2,65.06,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S7,Door and Glass Assembly,2026-08-01T06:20:33,52.39,,,,6.06,,0.21,,,,8.8,,71.23,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S8,Wheel and Tyre Assembly,2026-08-01T06:22:06,,137.86,,,6.56,,,,,,,18.48,69.31,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S9,Fluid Filling,2026-08-01T06:23:47,62.63,,,,,457.56,,,,,,18.34,64.1,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S10,Final Inspection,2026-08-01T06:25:13,57.88,136.15,21.39,0.8691,,,0.287,,13.99,,10.24,18.62,69.34,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S1,Body Preparation,2026-08-01T06:12:44,56.93,,,0.9538,,,0.2646,,,,12.48,18.55,69.12,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S2,Underbody Assembly,2026-08-01T06:14:22,66.09,137.44,,,,,,,,,10.31,18.63,67.27,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S3,Suspension and Brake Assembly,2026-08-01T06:16:00,62.79,,,,5.92,,0.2847,,,,10.97,18.41,68.81,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S4,Powertrain Installation,2026-08-01T06:17:33,62.39,,20.9,,,465.3,,,14.79,,13.59,17.85,67.34,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S5,Electrical Installation,2026-08-01T06:18:57,,,,,,,0.2666,,13.05,,,18.93,66.96,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S6,Interior Assembly,2026-08-01T06:20:21,51.97,131.73,,,,455.32,,,,,9.17,18.06,65.28,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S7,Door and Glass Assembly,2026-08-01T06:21:58,61.43,,,,,,0.2151,,,,13.73,18.74,68.6,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S8,Wheel and Tyre Assembly,2026-08-01T06:23:32,60.9,,,,6.5,,0.1597,,,,13.21,19.04,67.1,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S9,Fluid Filling,2026-08-01T06:25:08,61.64,,25.7,,5.67,435.6,,,,,12.8,18.32,64.98,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00013,Hyundai Verna,EX,S10,Final Inspection,2026-08-01T06:26:25,52.18,,21.05,0.87,,,,,14.81,,,18.33,68.46,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00014,Hyundai i20,Magna,S1,Body Preparation,2026-08-01T06:13:33,51.99,,24.97,,,439.8,0.2726,,,,10.59,19.04,68.46,Shift_1,BATCH-2026-W31-A,0,0,NONE
