vehicle_id,vehicle_model,vehicle_variant,station_id,station_name,timestamp,cycle_time_sec,torque_nm,temperature_c,vibration_rms,pressure_bar,force_n,position_error_mm,voltage_v,current_a,flow_rate_lpm,queue_time_sec,ambient_temperature_c,humidity_pct,shift,production_batch,rework_flag,anomaly_flag,root_cause_station
VEH-00003,Hyundai Creta,SX_Tech,S3,Suspension and Brake Assembly,2026-08-01T06:06:06,74.1512,144.33,,0.7203,7.4256,450.57,0.2856,,,,11.7428,18.96,68.72,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S4,Powertrain Installation,2026-08-01T06:07:34,67.4064,137.7,28.06,0.7297,,452.77,0.1418,,15.69,,16.486800000000002,18.9,69.93,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S5,Electrical Installation,2026-08-01T06:09:01,75.53,,29.14,,,,0.1702,12.71,13.23,,13.734,17.91,67.1,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S6,Interior Assembly,2026-08-01T06:10:44,85.7752,134.85,,,,444.73,0.1963,,,,23.6356,18.64,68.67999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S7,Door and Glass Assembly,2026-08-01T06:12:08,82.2038,,,,7.4239999999999995,438.5,0.2822,,,,9.5472,18.81,71.17999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S8,Wheel and Tyre Assembly,2026-08-01T06:13:29,82.3176,134.07,,0.8489,8.553600000000001,,0.2903,,,,15.8588,17.98,69.91000000000001,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S9,Fluid Filling,2026-08-01T06:14:57,90.9832,,28.88,,8.568,474.28,,,,9.09,17.8708,18.01,70.66,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00003,Hyundai Creta,SX_Tech,S10,Final Inspection,2026-08-01T06:16:35,96.28800000000001,136.65,28.45,0.8816,,,0.2768,12.76,14.83,,24.3,18.87,69.9,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S1,Body Preparation,2026-08-01T06:04:08,64.1724,,25.69,0.833,,453.28,0.2454,,,,12.873600000000001,18.9,69.14,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S2,Underbody Assembly,2026-08-01T06:05:43,66.0128,132.89,,0.7369,,430.86,0.2847,,,,18.4672,18.14,68.11999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S3,Suspension and Brake Assembly,2026-08-01T06:07:14,67.5786,134.01,,0.8621,6.8768,434.5,0.2387,,,,14.942,18.04,69.07000000000001,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S4,Powertrain Installation,2026-08-01T06:08:49,79.71960000000001,138.13,23.47,0.8559,,441.3,0.264,,12.62,,11.655600000000002,18.67,70.9,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S5,Electrical Installation,2026-08-01T06:10:10,77.012,,28.68,,,,0.2597,12.39,14.86,,12.474,19.58,67.97,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S6,Interior Assembly,2026-08-01T06:11:35,78.26799999999999,129.84,,,,430.71,0.2863,,,,15.229199999999999,17.83,70.06,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S7,Door and Glass Assembly,2026-08-01T06:13:21,94.0182,,,,7.8848,472.28,0.2865,,,,27.7212,18.3,67.58,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S8,Wheel and Tyre Assembly,2026-08-01T06:14:57,88.2376,138.74,,0.8776,8.4876,,0.2237,,,,20.5984,18.52,68.76,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S9,Fluid Filling,2026-08-01T06:16:33,97.867,,30.73,,8.527199999999999,440.72,,,,7.77,27.055600000000002,18.32,65.85,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00004,Hyundai Creta,EX,S10,Final Inspection,2026-08-01T06:17:55,93.74400000000001,132.41,29.69,0.9107,,,0.2595,12.78,15.99,,16.488,18.4,70.33,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S1,Body Preparation,2026-08-01T06:05:07,63.388,,25.19,0.8223,,449.96,0.2126,,,,14.9364,18.59,68.19,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S2,Underbody Assembly,2026-08-01T06:06:38,61.241600000000005,133.07,,0.9476,,442.56,0.2236,,,,13.9316,18.3,70.74,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S3,Suspension and Brake Assembly,2026-08-01T06:08:01,63.4958,136.0,,0.7321,6.7872,453.33,0.2723,,,,14.5824,18.8,66.65,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S4,Powertrain Installation,2026-08-01T06:09:32,80.6,137.15,24.09,0.7809,,403.04,0.276,,15.87,,11.523600000000002,18.15,67.02,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S5,Electrical Installation,2026-08-01T06:11:10,83.10900000000001,,27.94,,,,0.1898,12.47,15.44,,18.214,18.8,71.41,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S6,Interior Assembly,2026-08-01T06:12:49,83.15039999999999,137.4,,,,446.12,0.2939,,,,21.2232,18.51,70.53999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S7,Door and Glass Assembly,2026-08-01T06:14:09,81.8488,,,,8.384,455.39,0.2677,,,,14.6952,18.08,69.94999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S8,Wheel and Tyre Assembly,2026-08-01T06:15:40,98.2572,136.91,,0.7571,8.500800000000002,,0.3556,,,,17.761200000000002,18.95,71.53,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S9,Fluid Filling,2026-08-01T06:17:06,80.3418,,30.82,,8.867199999999999,478.59,,,,8.59,19.3156,18.03,70.54,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00005,Hyundai i20,Era,S10,Final Inspection,2026-08-01T06:18:32,96.928,137.81,27.81,0.8725,,,0.3232,12.59,15.1,,17.676000000000002,18.52,71.27,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S1,Body Preparation,2026-08-01T06:05:53,58.8194,,24.96,0.8524,,472.1,0.2206,,,,12.063600000000001,19.07,70.25999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S2,Underbody Assembly,2026-08-01T06:07:20,67.5584,129.42,,1.0033,,428.55,0.1459,,,,12.296,17.82,67.14999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S3,Suspension and Brake Assembly,2026-08-01T06:08:47,64.8292,135.8,,0.7339,7.4256,446.08,0.1958,,,,22.4316,18.34,68.23,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S4,Powertrain Installation,2026-08-01T06:10:21,76.5328,128.07,28.51,0.7388,,409.52,0.2504,,12.24,,23.0604,18.86,71.47,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S5,Electrical Installation,2026-08-01T06:11:44,75.894,,28.26,,,,0.1764,12.72,14.48,,17.541999999999998,18.13,71.52,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S6,Interior Assembly,2026-08-01T06:13:14,81.66799999999999,134.4,,,,440.82,0.3629,,,,19.8172,19.2,69.47,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S7,Door and Glass Assembly,2026-08-01T06:14:44,84.4048,,,,7.8464,504.91,0.2514,,,,21.652800000000003,18.25,70.72,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S8,Wheel and Tyre Assembly,2026-08-01T06:16:26,94.868,141.28,,0.9231,8.6988,,0.225,,,,30.8484,17.79,70.54,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S9,Fluid Filling,2026-08-01T06:17:47,91.245,,29.25,,9.220799999999999,453.52,,,,9.18,10.4232,19.34,70.0,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00006,Hyundai i20,Asta,S10,Final Inspection,2026-08-01T06:19:21,104.96,133.51,29.7,0.8009,,,0.2054,12.61,15.15,,21.114,18.19,73.82,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S1,Body Preparation,2026-08-01T06:06:59,65.9532,,25.84,0.8025,,481.22,0.1261,,,,12.4632,17.66,67.11999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S2,Underbody Assembly,2026-08-01T06:08:27,62.4176,128.91,,0.7642,,451.37,0.2412,,,,10.1732,17.65,66.28,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S3,Suspension and Brake Assembly,2026-08-01T06:09:58,64.074,128.04,,0.7435,7.459200000000001,418.69,0.2014,,,,19.4432,19.06,66.69000000000001,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S4,Powertrain Installation,2026-08-01T06:11:35,75.888,132.63,27.95,0.7448,,426.86,0.2729,,13.77,,15.576000000000002,17.94,68.38000000000001,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S5,Electrical Installation,2026-08-01T06:13:09,79.456,,26.53,,,,0.3049,12.45,14.97,,15.525999999999998,18.08,67.55,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S6,Interior Assembly,2026-08-01T06:14:47,89.17519999999999,126.29,,,,397.67,0.1877,,,,15.436399999999999,18.59,71.49,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S7,Door and Glass Assembly,2026-08-01T06:16:28,86.3218,,,,8.6528,459.31,0.2792,,,,26.223599999999998,18.61,70.28999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S8,Wheel and Tyre Assembly,2026-08-01T06:17:55,88.2376,131.03,,0.8242,8.223600000000001,,0.2492,,,,16.3836,18.49,68.75,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S9,Fluid Filling,2026-08-01T06:19:29,96.8352,,29.68,,9.193599999999998,417.35,,,,8.48,21.4312,18.08,70.81,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00007,Hyundai i20,Magna,S10,Final Inspection,2026-08-01T06:20:59,104.70400000000001,143.9,29.75,0.9568,,,0.2462,12.55,15.04,,21.474,18.15,69.79,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00008,Hyundai Verna,SX,S1,Body Preparation,2026-08-01T06:08:01,66.6952,,24.74,0.8835,,476.45,0.2668,,,,11.037600000000001,18.15,67.09,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S2,Underbody Assembly,2026-08-01T06:09:33,67.92800000000001,142.77,,0.9546,,442.85,0.1991,,,,14.905999999999999,18.14,68.85,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S3,Suspension and Brake Assembly,2026-08-01T06:10:59,69.5728,132.09,,0.864,7.212800000000001,478.93,0.2822,,,,12.871200000000002,18.36,66.68,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S4,Powertrain Installation,2026-08-01T06:12:25,70.6552,131.8,81.69,2.5492,,446.24,0.2775,,31.58,,14.454,18.26,70.49000000000001,Shift_1,BATCH-2026-W31-A,1,1,S4
VEH-00008,Hyundai Verna,SX,S5,Electrical Installation,2026-08-01T06:13:57,74.98400000000001,,23.92,,,,0.2757,12.44,13.72,,23.211999999999996,18.57,69.46,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S6,Interior Assembly,2026-08-01T06:15:40,89.93679999999999,137.08,,,,507.53,0.3178,,,,16.9756,19.15,68.38,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S7,Door and Glass Assembly,2026-08-01T06:17:17,97.0854,,,,8.1536,471.73,0.2703,,,,24.8664,17.68,69.91,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S8,Wheel and Tyre Assembly,2026-08-01T06:18:43,76.5308,134.32,,0.8725,7.6824,,0.2525,,,,23.534000000000002,18.37,70.08000000000001,Shift_1,BATCH-2026-W31-A,0,0,S4
VEH-00008,Hyundai Verna,SX,S9,Fluid Filling,2026-08-01T06:20:20,88.627,,27.44,,8.772,487.3,,,,8.99,36.0684,18.64,72.19,Shift_1,BATCH-2026-W31-A,0,1,S4
VEH-00008,Hyundai Verna,SX,S10,Final Inspection,2026-08-01T06:21:44,89.296,137.98,27.42,0.9458,,,0.3613,12.7,15.38,,12.69,18.83,69.25,Shift_1,BATCH-2026-W31-A,0,1,S4
VEH-00009,Hyundai Creta,S_Plus,S1,Body Preparation,2026-08-01T06:08:57,62.0418,,19.07,0.8329,,467.67,0.2091,,,,11.9016,18.01,67.03999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S2,Underbody Assembly,2026-08-01T06:10:37,72.6096,135.42,,0.9167,,447.91,0.2916,,,,13.792399999999999,18.35,68.47999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S3,Suspension and Brake Assembly,2026-08-01T06:12:05,70.859,142.42,,0.8886,6.854400000000001,482.93,0.2382,,,,15.636399999999998,17.94,67.69000000000001,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S4,Powertrain Installation,2026-08-01T06:13:38,74.5364,126.51,25.9,0.8237,,500.43,0.1665,,14.89,,15.510000000000002,18.2,66.85000000000001,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S5,Electrical Installation,2026-08-01T06:15:17,78.156,,27.36,,,,0.3443,12.98,15.64,,21.21,17.53,69.16,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S6,Interior Assembly,2026-08-01T06:16:50,80.9472,139.48,,,,451.3,0.2498,,,,13.1424,18.02,68.92999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S7,Door and Glass Assembly,2026-08-01T06:18:13,79.8608,,,,8.2048,470.82,0.2747,,,,23.634,19.48,71.16,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S8,Wheel and Tyre Assembly,2026-08-01T06:19:36,82.3028,132.63,,0.8775,7.4712000000000005,,0.1984,,,,20.434400000000004,17.42,69.34,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S9,Fluid Filling,2026-08-01T06:21:08,94.479,,29.93,,8.703999999999999,451.0,,,,8.44,17.7332,18.07,71.49000000000001,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00009,Hyundai Creta,S_Plus,S10,Final Inspection,2026-08-01T06:22:25,89.072,131.09,27.99,0.8338,,,0.3175,12.77,14.72,,17.442,18.59,69.0,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00010,Hyundai Creta,S_Plus,S1,Body Preparation,2026-08-01T06:10:51,124.2638,,24.19,2.5664,,424.8,6.1872,,,,9.5256,18.72,68.22,Shift_1,BATCH-2026-W31-A,1,1,S1
VEH-00010,Hyundai Creta,S_Plus,S2,Underbody Assembly,2026-08-01T06:12:33,80.4608,139.08,,1.4546,,470.82,1.4915,,,,9.3728,19.0,70.8,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S3,Suspension and Brake Assembly,2026-08-01T06:14:01,68.6288,133.49,,0.9243,7.000000000000001,437.71,0.2845,,,,14.3964,17.66,69.93,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00010,Hyundai Creta,S_Plus,S4,Powertrain Installation,2026-08-01T06:15:31,73.904,129.95,22.05,0.8697,,449.22,0.3142,,14.64,,9.332400000000002,17.97,69.56,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00010,Hyundai Creta,S_Plus,S5,Electrical Installation,2026-08-01T06:17:05,83.239,,29.55,,,,0.2265,12.46,14.23,,10.527999999999999,18.29,67.08,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00010,Hyundai Creta,S_Plus,S6,Interior Assembly,2026-08-01T06:18:50,88.53599999999999,135.73,,,,472.28,0.5493,,,,22.1704,18.36,69.41,Shift_1,BATCH-2026-W31-A,0,1,S1
VEH-00010,Hyundai Creta,S_Plus,S7,Door and Glass Assembly,2026-08-01T06:20:20,85.71119999999999,,,,8.5376,472.35,0.445,,,,24.7104,18.31,70.61,Shift_1,BATCH-2026-W31-A,1,1,S1
VEH-00010,Hyundai Creta,S_Plus,S8,Wheel and Tyre Assembly,2026-08-01T06:21:59,95.1344,142.79,,0.6902,8.2764,,0.2817,,,,24.354000000000003,18.22,69.60000000000001,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00010,Hyundai Creta,S_Plus,S9,Fluid Filling,2026-08-01T06:23:32,97.4512,,25.42,,8.703999999999999,408.44,,,,8.5,24.699199999999998,18.46,69.24000000000001,Shift_1,BATCH-2026-W31-A,1,1,S1
VEH-00010,Hyundai Creta,S_Plus,S10,Final Inspection,2026-08-01T06:24:58,96.512,132.79,27.88,0.9521,,,0.2452,12.3,14.33,,25.488,18.75,72.05,Shift_1,BATCH-2026-W31-A,0,0,S1
VEH-00011,Hyundai i20,Sportz,S1,Body Preparation,2026-08-01T06:10:40,56.3284,,25.29,0.9463,,436.01,0.2392,,,,11.858400000000001,18.27,68.32,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S2,Underbody Assembly,2026-08-01T06:12:17,68.1632,137.73,,0.9919,,446.27,0.2978,,,,13.316799999999999,18.47,67.16999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S3,Suspension and Brake Assembly,2026-08-01T06:13:42,58.763999999999996,138.33,,0.8481,7.369600000000001,477.29,0.221,,,,17.8188,18.13,68.80000000000001,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S4,Powertrain Installation,2026-08-01T06:15:08,69.3532,139.67,23.55,0.8505,,424.78,0.1968,,15.78,,14.2296,19.16,70.15,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S5,Electrical Installation,2026-08-01T06:16:40,70.733,,28.13,,,,0.2578,12.22,13.54,,25.157999999999998,17.61,70.04,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S6,Interior Assembly,2026-08-01T06:18:07,83.776,133.28,,,,461.34,0.1958,,,,12.58,17.44,68.38,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S7,Door and Glass Assembly,2026-08-01T06:19:27,80.5282,,,,7.4368,479.28,0.1412,,,,16.9572,18.75,69.17999999999999,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S8,Wheel and Tyre Assembly,2026-08-01T06:21:13,95.2972,138.5,,0.8439,7.7616000000000005,,0.2534,,,,26.797600000000003,18.91,69.53,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S9,Fluid Filling,2026-08-01T06:22:47,93.49340000000001,,29.56,,7.901599999999998,436.52,,,,9.01,28.38,18.74,67.78,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00011,Hyundai i20,Sportz,S10,Final Inspection,2026-08-01T06:24:16,95.18400000000001,132.16,29.14,0.65,,,0.208,12.57,13.39,,20.07,18.32,69.26,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S1,Body Preparation,2026-08-01T06:11:54,61.1938,,24.8,0.9859,,471.88,0.2347,,,,15.0012,18.09,71.75,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S2,Underbody Assembly,2026-08-01T06:13:14,65.8896,126.35,,0.9448,,466.2,0.3357,,,,7.539999999999999,18.43,67.21,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S3,Suspension and Brake Assembly,2026-08-01T06:14:48,74.4344,131.55,,0.8932,6.5520000000000005,431.34,0.2833,,,,10.3292,18.54,70.29,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S4,Powertrain Installation,2026-08-01T06:16:06,67.2824,141.81,24.43,0.9608,,441.98,0.2972,,14.46,,8.144400000000001,17.96,72.02,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S5,Electrical Installation,2026-08-01T06:17:42,78.715,,27.66,,,,0.3044,12.67,15.32,,18.97,18.58,71.81,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S6,Interior Assembly,2026-08-01T06:19:07,78.5944,135.82,,,,446.19,0.2203,,,,20.6312,18.2,66.86,Shift_1,BATCH-2026-W31-A,0,0,NONE
VEH-00012,Hyundai Verna,S,S7,Door and Glass Assembly,2026-08-01T06:20:33,74.3938,,,,7.756799999999999,464.46,0.21,,,,13.728000000000002,19.45,73.33,Shift_1,BATCH-2026-W31-A,0,0,NONE
